Index,class
26188,1
24778,1
30239,1
41545,1
37585,1
43560,1
26968,0
27949,1
54216,1
32139,1
21723,1
15207,1
5333,0
44404,1
9758,0
10140,0
45707,0
42267,1
27139,0
14579,0
9790,1
32616,0
20335,0
44612,0
12761,0
10184,0
36335,0
39302,0
36655,0
4810,1
9056,1
3416,1
30946,1
9133,1
54166,1
11058,1
41139,1
18842,0
40892,0
27616,0
38206,1
8294,1
57352,1
11217,0
57722,0
21209,0
26743,0
49859,1
4640,1
6419,1
24389,0
32900,1
30626,1
49168,0
1561,0
29027,0
31733,0
28695,0
17963,0
21184,0
54497,1
8342,0
25181,0
51922,1
56373,1
52031,1
57977,1
24148,1
45974,1
12601,0
40344,1
57107,0
19299,0
24138,1
18246,1
54960,1
35639,1
16428,1
25255,0
18233,0
33483,1
45128,0
21453,1
8869,0
29933,0
32516,1
30756,1
28670,0
37622,1
40584,1
53339,1
21395,0
27647,0
26529,1
31687,1
2017,0
42741,1
38978,1
12226,1
15968,0
40135,1
47127,1
24044,0
37124,1
8736,1
12449,0
48946,1
8327,1
21457,0
33795,1
57997,0
26909,0
14082,0
1276,0
57897,0
48757,1
6708,0
10940,0
18750,1
20629,1
53611,1
22169,0
33246,0
36694,0
19713,0
49016,0
13865,1
37239,1
604,0
28664,1
17379,0
24890,0
35375,1
40573,1
44931,1
6444,1
39696,1
3257,0
45924,1
55818,1
22095,0
49248,0
36170,1
50745,1
11017,0
57167,1
38244,1
25158,1
26976,1
5645,0
50732,1
39104,1
8888,0
34755,0
10542,1
53958,0
51242,0
52336,1
43305,1
4550,0
21465,0
29055,0
57584,1
45823,1
41293,1
28657,0
13434,0
22731,1
58193,0
53353,1
5431,1
7,1
50781,0
55775,1
10552,0
33910,1
42631,0
12933,0
27740,0
37289,0
49667,1
43906,0
38732,1
29308,1
37812,0
15979,0
40119,1
26994,0
13932,0
14222,0
56276,1
39542,1
47309,1
55214,0
5774,1
37354,1
38872,0
1634,0
57387,0
2261,1
44987,1
54918,1
9316,1
9520,0
13902,0
2642,0
48484,0
31332,1
33924,0
36278,1
6192,0
27188,1
55822,1
32351,1
2940,1
7850,1
55506,1
55101,0
10318,0
18402,1
8843,0
49747,1
17329,0
17880,1
43786,1
28621,1
13375,1
42462,0
26782,0
1111,1
54628,1
4688,0
40825,1
17340,0
40213,1
15071,1
37219,1
48765,0
39663,1
28836,0
52473,1
52178,1
30104,1
34304,0
56870,1
5162,0
57746,0
35038,0
53219,1
16006,0
10036,0
1902,0
55037,1
52063,0
3495,0
23579,0
615,0
45583,1
50562,1
23739,0
52287,1
40741,1
10191,0
52707,1
17866,1
34711,1
37103,1
42341,1
47876,1
27295,0
48337,1
7964,1
16556,1
6807,0
43771,1
39120,1
34119,1
53615,1
39513,1
37334,1
20351,1
6596,0
25829,0
36467,1
57512,1
44744,0
56213,1
33438,1
29424,1
27884,1
56708,0
31185,1
10050,0
13983,0
11240,1
2730,0
35556,1
20374,1
54472,1
47663,1
54330,1
28971,1
23527,0
18474,0
57548,1
17384,1
28362,0
27635,0
17287,0
46384,1
1189,1
9191,1
29465,1
6197,0
9312,0
31082,0
50928,1
57332,1
29864,1
26723,0
43603,1
39806,1
43788,1
45926,1
52354,1
50807,1
40929,1
41957,0
6258,1
20399,1
11727,1
7581,0
50617,1
53786,0
24078,0
1840,1
47517,1
10768,1
274,1
40272,1
22675,0
55563,1
36283,1
16885,1
42728,1
25354,0
16438,0
36293,1
51124,1
45417,1
28968,0
9615,0
14346,0
27868,0
53514,1
51425,1
7090,0
44053,0
44208,0
2683,1
19296,0
38892,0
41808,1
16336,0
24031,0
15780,0
2504,1
48204,1
37157,1
3496,1
5511,0
54243,1
12361,0
38212,1
56834,0
25554,1
49085,0
25668,0
29711,1
56046,1
18858,0
28847,1
25811,0
9345,0
13612,0
41816,1
41043,1
56676,0
33761,1
9075,0
34153,1
41757,0
26474,0
35154,0
44237,0
28072,0
8788,1
11782,1
6635,0
17909,1
1919,0
39872,1
55229,1
46382,0
27681,0
40571,1
28615,0
30240,1
56658,0
51705,1
21422,1
28718,0
10638,0
46323,1
6286,1
54933,0
44050,1
6481,1
32511,1
26066,1
2846,0
45760,1
45090,1
36020,1
48151,0
33709,1
7533,1
6937,0
3908,1
21710,0
25599,0
51432,1
28541,0
54959,1
22665,0
48323,1
3386,0
26020,0
1456,0
36322,1
56842,1
5126,0
51211,1
6506,1
32998,1
40735,0
50497,1
45965,1
25919,1
1326,0
5479,0
2725,0
24024,0
18822,1
16212,0
52041,1
51938,0
13250,0
4833,0
46705,1
44507,1
18106,0
13464,0
48363,1
50154,1
30569,0
1365,0
45222,0
21887,0
26927,1
15181,1
50934,1
46148,1
28740,0
19823,0
6705,0
53558,0
4447,0
19909,1
52600,1
16445,1
560,1
5642,1
23024,1
29134,1
9356,0
24841,1
23167,1
15312,0
27575,1
18661,0
55616,0
40400,1
16401,0
11141,0
41839,1
57446,1
26244,0
6888,0
45519,0
43970,1
24250,1
1175,1
7051,0
41395,0
45500,1
30656,1
20618,1
24990,1
12219,1
36245,0
7537,1
57438,0
40196,1
50502,0
24725,0
25212,0
36048,1
26978,1
4428,0
20859,0
2116,0
30595,1
6268,1
40628,1
14999,0
49092,0
16805,0
51399,1
34456,1
23374,0
17497,0
22117,0
11459,1
36684,1
26467,0
3699,0
13315,1
24028,0
45195,0
11809,1
48064,1
30067,1
37386,1
11177,0
3795,0
30632,1
29121,1
5036,0
10882,0
31555,1
4502,1
14644,0
13207,1
50040,1
28818,0
32969,1
48095,0
32321,0
48419,1
41283,0
18708,1
8088,0
24946,1
53307,1
5238,1
39979,1
26580,0
21181,0
46306,1
10098,0
17479,0
38803,1
3505,1
8197,0
6014,0
35498,1
55983,1
19678,1
38446,1
53013,1
42959,1
41201,1
15369,0
30853,0
45755,1
46275,1
20600,0
8723,0
43909,1
57583,0
47601,1
57138,0
49422,1
14009,0
17755,1
6578,0
52458,0
53883,1
54013,1
2752,1
21844,1
34346,1
26492,0
46311,1
27477,0
1142,0
23541,1
48807,1
54557,1
41425,0
32529,1
15639,0
14135,0
14317,0
19847,0
15140,0
45122,1
55349,1
33713,1
27904,0
25529,0
8684,0
55512,1
8166,0
44395,1
5144,0
57271,1
36486,1
1971,0
52872,1
54713,1
7660,0
29695,1
45862,0
29171,1
9831,0
11620,0
11756,0
37056,0
52599,0
3310,0
23037,1
28739,0
7087,0
56613,1
17764,0
47058,1
55994,0
53970,1
15493,0
11447,0
51834,1
55368,0
3215,1
29922,1
43481,1
4167,1
35491,1
45239,1
53396,1
20192,0
27655,1
4782,1
3002,1
20845,0
40991,1
38370,1
57067,1
28315,1
5133,0
5658,0
6682,0
49964,1
46044,1
37725,1
5034,1
7645,0
44368,1
44775,1
5901,0
9460,0
49382,1
41570,1
24029,1
20893,0
45328,0
22881,1
53800,1
9013,0
45354,1
34871,0
45493,0
3089,0
4326,1
6479,1
4870,1
50247,1
28648,0
22199,0
47902,1
3771,0
8191,1
21512,0
52617,1
18141,0
11443,0
45018,1
15932,1
45757,1
8652,1
34849,1
17589,0
1535,0
46995,1
39238,0
51251,1
11370,0
56612,0
25320,0
27810,0
37808,0
43794,1
44484,1
31768,1
39341,1
20196,1
10708,0
44677,1
804,0
30670,1
11036,1
28872,1
46071,1
35255,0
28420,0
44555,0
19322,0
48119,1
37216,1
44827,1
22543,0
35964,1
36008,0
55285,1
3834,1
36079,1
54740,0
27340,0
15738,0
16061,0
41806,1
40094,1
4699,0
3648,0
17870,1
24479,0
3038,0
31320,0
3114,0
47425,1
26916,0
6130,0
38434,0
13785,0
57576,1
6987,1
45329,0
43082,0
6082,0
42382,1
34452,0
51764,1
22966,0
15130,0
17730,0
19356,0
20077,0
42008,1
11077,0
48289,1
44818,1
53394,1
29130,1
41012,0
9536,1
8751,1
29745,0
21663,1
6732,0
33122,1
52068,1
46815,1
45110,1
56424,0
47740,0
22506,0
2761,1
19245,0
19354,0
8074,0
33392,1
23416,1
38946,1
30699,1
6621,1
18095,0
2237,0
34799,1
8500,0
32959,1
25112,0
52373,1
9326,0
32474,1
55265,1
56634,1
18498,1
15396,0
40904,1
30279,1
18863,1
39371,1
42392,1
51693,0
53972,1
48719,1
26337,1
32629,1
35007,1
44629,0
34948,1
26757,1
30680,1
47631,0
56030,1
44658,1
9499,1
49280,1
55851,1
31930,1
6646,1
53341,1
41324,1
36023,1
6821,0
50642,1
36945,1
38667,0
48189,1
35766,1
1322,1
12623,0
14751,0
38861,1
55839,1
43749,1
39563,0
32896,1
21777,1
42364,1
19046,1
29936,1
9632,0
21810,0
23104,0
45460,0
40294,1
39329,1
52106,0
18254,1
688,0
29782,1
21401,0
21882,1
38613,1
1428,0
229,0
2895,0
13825,0
6487,0
21202,0
3167,1
343,1
40796,1
37004,1
42733,1
49577,1
13483,1
35946,0
20873,0
9812,1
26078,1
11229,1
40174,0
57373,1
26169,0
37276,1
16483,1
7739,0
56523,1
33531,1
29261,1
57978,1
28337,1
11089,1
40278,1
2417,0
14185,1
28650,1
49487,0
28412,0
5027,0
27780,1
3615,1
45445,0
35324,1
2840,0
22123,0
36942,1
3239,0
36353,1
5053,0
42261,0
53126,0
27449,0
56593,1
19926,0
26013,0
14355,0
16492,0
20614,0
50291,1
16774,0
24655,1
37508,1
23609,1
13919,0
10181,0
29043,0
8,0
25883,1
17735,1
50581,1
56639,1
20058,0
50974,1
55997,1
40858,0
43167,0
51183,1
30331,1
57862,1
18603,1
22277,0
313,0
32688,0
49155,0
25688,0
13972,1
53374,0
27819,1
47576,1
39947,0
29249,1
49210,0
21324,0
36927,1
4689,0
12077,0
53269,0
31787,1
42444,0
49253,1
31304,0
28990,1
4760,0
53138,1
49777,1
35939,0
35213,1
16238,0
55446,1
54014,1
14789,0
55330,0
16491,0
19621,1
50139,1
54235,1
54101,1
35018,1
11942,1
15582,0
11824,1
19499,0
48999,1
40245,1
3959,0
7049,0
1018,0
52994,1
15356,0
49497,1
50216,1
4983,0
51130,1
44350,0
50776,1
40756,0
56275,1
12747,0
49720,0
31225,0
50894,1
28930,1
14711,0
14035,1
34023,1
11581,0
32242,1
22048,0
23145,1
14025,1
5992,1
46413,1
39336,0
1309,1
24083,0
10696,0
23906,0
20470,1
25461,0
933,0
53499,1
12538,0
19054,1
47263,0
22787,0
36507,0
50600,1
40454,1
10541,0
28095,0
19196,0
29069,0
48573,0
55273,0
20443,0
47933,0
246,1
49368,1
14650,0
46126,1
29896,1
23106,1
57779,0
52819,1
16284,0
13027,0
21965,0
49913,1
49237,1
39344,1
7657,1
13978,0
48266,1
49125,1
13867,0
24496,0
25837,1
29150,1
13603,1
14667,0
18952,1
40790,1
1821,1
45695,1
22747,0
49936,0
56632,0
17189,0
9991,0
23096,1
22521,0
15811,1
11588,0
480,0
40808,0
16319,1
29000,1
27246,1
9904,0
47465,1
36881,1
46630,1
30923,0
14351,0
14913,1
58067,1
30266,0
9760,0
23112,1
43329,1
28502,1
21212,0
55623,1
4717,0
42409,1
21058,0
9086,1
26965,0
14673,1
39457,0
33226,0
39057,1
17567,0
49944,0
17521,0
20465,1
48452,1
18355,1
27766,0
18187,0
13272,0
2478,0
32981,1
33962,1
30294,1
14144,0
36900,1
30399,1
39599,1
28914,1
20413,0
43974,1
33866,1
11931,0
43286,1
25976,0
37616,0
22476,0
53866,0
30796,0
35270,0
13075,1
53777,0
5695,0
46432,1
17211,0
53963,1
31357,1
33045,1
29888,0
47982,1
11375,1
16836,0
44848,1
2591,0
35527,0
25094,0
39243,1
934,0
44455,1
20149,1
32664,1
20281,0
56475,1
50548,1
26396,1
29467,1
14534,0
9915,0
17441,0
50468,0
46707,0
10581,0
43685,1
28349,0
16072,1
46952,1
17431,1
35596,0
20308,1
30434,0
36090,1
27674,0
10641,0
30175,1
10679,0
35761,1
10115,0
42515,0
5257,0
1387,0
4900,0
47449,1
25498,0
7847,1
54780,1
47995,1
21576,0
586,1
14038,1
23918,0
49960,1
55278,1
143,0
41728,1
47775,0
55970,1
19864,1
2297,0
39407,1
20988,0
22032,0
53710,1
25141,0
10043,0
17491,0
7631,1
33982,1
45155,1
20038,0
28995,1
36809,1
29054,0
34894,1
45132,1
13200,0
55827,1
50860,1
23661,0
33145,1
6989,1
30040,1
2874,0
4040,0
2452,1
55122,0
53300,1
46219,0
28577,0
6792,1
46863,1
3415,1
51685,1
15422,1
5652,0
25782,0
40708,1
51028,1
45665,1
25207,1
30153,1
49232,1
40347,1
47162,1
3057,1
52812,0
37626,1
44778,1
30688,1
28409,0
28201,1
37262,1
4856,0
54750,1
23301,0
3425,1
42575,1
11632,1
23910,1
36999,0
56098,0
22780,0
27725,0
20317,0
41220,1
48749,1
9153,1
37465,0
23903,0
27320,0
17526,1
12359,1
32570,0
23383,0
23081,0
50306,1
1127,1
57497,1
43861,0
31329,1
18595,1
40385,1
26727,1
16024,0
53439,0
16880,0
15821,0
36376,0
20620,0
3732,1
18452,0
48791,1
39994,0
6100,0
48474,1
37921,1
54542,0
30575,1
1806,1
12666,0
57109,1
34858,0
40885,0
319,1
18634,1
37055,1
29462,0
19420,0
35035,0
8913,1
36343,1
3829,0
20630,0
42707,0
16100,1
33394,1
1757,0
36151,0
48696,1
4489,1
17201,1
41928,1
35152,1
988,0
43014,0
47289,1
1581,0
2160,0
47410,1
45406,0
21130,0
25033,0
8573,0
27943,0
2500,0
15041,1
49961,1
12022,1
4877,0
31007,0
37633,1
14316,0
44265,1
53980,0
16926,1
24228,0
4623,1
32535,1
3494,0
28035,0
27264,1
17140,0
51866,1
1829,0
8781,0
56701,0
17501,1
9581,0
13539,0
19277,0
19568,0
33359,0
19976,0
11777,1
3803,0
52331,1
50926,1
31066,1
21049,0
26040,0
8473,0
22101,1
16172,0
25357,0
10120,0
1197,0
4124,1
19996,0
21289,0
43480,1
47254,1
375,1
27008,0
42142,1
39536,1
53849,1
15112,1
46559,0
12268,0
29004,1
20889,0
50866,1
44810,0
49064,0
16730,0
51969,1
6269,0
55113,0
6774,0
46806,1
49224,1
42112,0
52620,0
43372,1
40874,0
44416,1
30550,1
55671,1
31756,0
3654,0
9725,0
24440,1
6825,0
27688,0
2892,1
384,1
56522,1
19144,0
21660,0
33010,1
52371,1
40402,1
39558,0
48464,1
9380,1
14450,0
13142,1
26382,0
57983,0
50396,0
4726,1
56713,1
117,0
57116,1
21911,1
4303,1
47571,1
55348,1
48165,0
52644,1
22243,0
20593,0
54560,0
47687,1
45058,0
3206,0
56859,0
49200,1
50258,1
6846,1
14430,0
58116,0
10739,0
38933,1
43822,1
39215,1
11928,0
49119,1
53797,0
16437,0
33371,1
16921,0
31803,1
22083,0
17575,1
48240,1
18586,1
2187,1
52848,1
1169,0
30342,0
51354,1
16812,0
20312,0
23662,0
31777,0
49113,1
665,0
5232,0
45871,1
414,0
52921,1
2553,1
10802,1
55505,1
23898,0
7937,0
2764,1
18615,0
50173,1
34428,1
55727,1
49732,1
50020,1
40115,1
39323,0
24784,0
2254,0
50230,1
33540,1
33375,0
51443,1
11689,0
14036,1
42396,0
7802,0
37430,1
29849,1
35432,1
24383,0
22023,1
21276,0
44283,1
3891,1
20346,1
28015,1
445,1
31910,1
57345,0
34355,1
5396,1
36119,1
45094,0
42621,0
53671,0
8484,1
51470,1
15371,0
38824,0
27061,0
20836,0
45028,1
25061,1
112,0
16895,1
11231,0
42701,1
48368,1
4866,1
6813,0
36169,1
49198,0
12044,0
56479,1
32283,1
40598,1
54264,1
27830,1
20641,0
37138,0
42767,0
28637,0
2588,1
24301,1
26607,0
6551,0
23484,1
24527,0
14622,0
32334,1
49018,1
4074,0
17547,1
42076,0
56923,1
43194,1
11338,0
5405,0
21677,1
52015,1
33160,0
10076,0
25798,0
34081,1
54479,1
31730,1
16997,0
47521,0
49578,0
13131,0
3419,0
192,0
11829,1
32220,0
51717,0
49024,1
29560,1
23608,1
17031,1
2341,1
33856,1
41561,1
30884,1
7647,1
55663,0
5311,1
5732,0
5785,0
12173,0
17700,1
38247,1
3714,0
4101,0
47806,1
14276,1
7018,0
6978,0
42264,1
39019,0
42533,0
49972,1
26982,0
32625,1
20222,0
10563,1
31212,0
9371,0
32046,0
58094,1
7441,0
25106,0
6337,0
13707,0
5249,1
54730,1
14238,0
19346,1
9118,1
46826,1
25077,1
15894,0
20595,0
49174,0
52845,1
30844,1
1795,0
45256,0
35529,1
30002,0
15560,0
49309,1
31914,1
40537,0
16893,0
42555,1
14411,0
54942,1
40838,1
46202,1
55998,0
49347,1
3391,0
11113,0
20090,1
12705,0
766,1
23626,1
24055,1
22631,1
47060,0
17972,0
38734,0
46767,1
6909,1
22981,0
51260,0
53191,1
7342,0
56888,1
53354,0
37196,0
27508,0
1992,1
25140,1
40478,1
25835,0
15157,1
5620,0
41520,1
8032,1
44892,1
28679,0
48413,0
11849,0
26004,0
44862,1
45503,1
40917,1
7182,1
23064,1
35822,0
30159,1
56056,1
5619,0
50293,1
39065,0
6092,1
52089,0
5881,1
35721,1
5516,0
30936,0
10735,0
33946,1
21314,0
58069,0
40807,1
35689,1
40770,0
25569,0
29622,1
55894,0
46396,0
37201,1
43369,1
4507,0
33092,1
33780,1
18742,1
4000,0
40393,1
50372,0
31454,1
35575,0
26484,0
42204,1
40530,1
5140,1
50440,0
4920,0
29838,0
39951,0
21752,1
39625,1
41153,0
27193,0
5223,1
13191,0
50552,1
41600,0
5001,0
9051,1
56729,1
44262,1
53484,1
49722,0
37741,1
57702,1
38338,1
33853,1
41208,1
39730,1
31431,1
17820,0
3103,0
2001,0
27249,0
18467,0
20121,0
55756,1
23549,1
7385,0
12437,0
25856,0
28407,0
43818,1
25865,0
11169,1
24402,0
36318,1
17780,0
24885,0
38298,0
37722,1
14495,0
4446,1
38267,1
3265,1
8169,0
17581,0
25213,0
54765,1
20968,0
24104,0
14591,1
33198,1
51097,1
13608,1
51971,1
58176,1
42882,0
16293,0
55092,1
34204,0
40128,1
46072,0
9365,0
52286,1
39266,1
19157,0
55501,0
38601,1
9464,1
3429,0
40204,1
12587,1
24332,0
19854,0
51813,0
12549,0
53914,1
7069,0
9630,0
7586,1
23315,1
38217,0
56504,0
48575,1
15215,1
33488,1
53476,1
5419,0
740,0
13521,0
39166,1
6345,0
28220,1
51575,1
18665,0
432,1
35232,1
49196,1
47256,0
44548,1
8339,0
20184,0
2301,0
4230,0
5382,0
43665,1
36639,1
54420,1
10644,1
36133,0
31089,1
13470,0
38170,0
50540,0
38890,1
51520,1
6308,1
26422,0
10958,1
9683,1
35451,1
53609,0
22221,0
53083,1
56376,0
35176,0
30500,0
15654,1
15051,1
54408,1
25533,0
21071,0
15556,1
13581,0
21470,0
19182,0
34686,1
50275,0
5159,0
9792,1
2328,0
12118,1
57789,1
34038,1
24171,1
15535,0
43624,0
58107,1
55051,0
27879,0
17350,1
989,0
49995,0
43924,1
57024,1
31071,1
21664,0
22921,0
24356,0
14782,1
55531,1
13564,0
6679,0
5155,0
23922,0
42630,1
27060,0
22951,0
46649,0
32265,0
32058,0
55812,1
6801,1
33870,0
32949,1
51117,0
6287,1
8537,0
16852,0
1669,1
26413,1
17206,1
2974,1
40256,1
85,1
42637,0
4165,0
55203,0
26704,1
52915,1
46470,0
52574,1
43890,0
9927,0
38347,1
3934,0
47130,1
28816,1
15886,0
15882,1
24057,1
13409,0
33812,1
27519,1
16867,1
25421,1
22978,1
24100,0
8618,0
11535,1
22728,0
321,0
14043,0
39399,0
23358,0
1975,0
20217,0
57627,0
10475,1
54864,1
10908,1
30816,0
26628,0
27158,1
17550,0
52763,0
14382,0
26892,1
15574,0
27767,0
8110,0
23242,1
27863,0
57876,1
21424,0
49031,1
31745,0
49186,1
35506,1
25454,0
55023,1
25114,0
35860,0
47743,0
51193,1
56851,1
56461,1
37928,0
6054,0
6074,0
9836,0
18056,0
1337,1
20568,1
41831,1
55157,1
11897,1
47648,1
31901,1
20962,1
18853,1
11026,1
48333,0
30957,1
39502,1
55254,1
47194,1
39792,1
46145,1
13138,0
57248,1
39505,1
51804,1
17473,1
24396,0
13779,0
17580,0
11981,1
35672,0
39028,0
2366,0
42940,0
38746,0
54087,1
4445,1
30541,1
40285,1
36504,1
1379,1
23239,0
9985,0
2812,0
3074,0
14377,1
29164,1
43753,1
31139,1
42208,1
545,0
57761,1
5287,0
9946,0
49511,1
19842,1
2422,0
48967,1
22776,0
12621,0
49791,1
45146,1
52091,1
23170,0
25173,0
39437,1
51635,0
32074,1
5276,0
17395,1
49903,1
55825,1
2593,1
46347,1
40274,1
12841,0
32217,1
1453,0
17394,0
9024,0
57827,0
306,0
10697,1
51481,0
13531,0
42656,1
4449,0
17439,0
2841,1
13546,0
24681,0
5142,1
37547,1
50879,1
13153,0
17827,0
54880,0
28713,0
51008,0
46325,1
53806,0
24570,0
50355,1
50200,1
13822,0
42799,0
22905,0
41862,1
15214,1
3652,0
47237,1
12390,1
26088,0
24665,0
11373,1
34287,1
51209,1
16598,1
26800,1
17939,0
5701,0
36911,1
27936,0
19974,1
8434,0
15372,0
9112,0
57993,1
4028,0
38763,1
41940,1
10300,0
44766,1
27533,1
